"uri","creators","rkdartists_label","rkdartists_uri"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627M","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627N","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627O","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627A","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627B","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627C","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627D","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627E","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627F","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627G","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627H","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627I","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627J","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627K","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627L","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627M","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627N","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627O","Nelly Bodenheim","Nelly Bodenheim","https://data.rkd.nl/artists/9547"
"http://data.collectienederland.nl/resource/document/rijksakademie/S058","Jozef Israëls","Jozef Israëls","https://data.rkd.nl/artists/41177"
"http://data.collectienederland.nl/resource/document/rijksakademie/4098","Dirk van der Aa","Dirk van der Aa","https://data.rkd.nl/artists/3"
"http://data.collectienederland.nl/resource/document/rijksakademie/4101","Bernardus Schreuder","Bernardus Schreuder","https://data.rkd.nl/artists/341120"
"http://data.collectienederland.nl/resource/document/rijksakademie/4101","Cornelis Ploos van Amstel","Cornelis Ploos van Amstel","https://data.rkd.nl/artists/63882"
"http://data.collectienederland.nl/resource/document/rijksakademie/5196","Valentijn Bing","Valentijn Bing","https://data.rkd.nl/artists/8492"
"http://data.collectienederland.nl/resource/document/rijksakademie/5647","G.W. Dijsselhof","G.W. Dijsselhof",""
"http://data.collectienederland.nl/resource/document/rijksakademie/5669","Walther Klemm","Walther Klemm","https://data.rkd.nl/artists/222381"
"http://data.collectienederland.nl/resource/document/rijksakademie/6007A","Geer Steyn","Geer Steyn","https://data.rkd.nl/artists/75229"
"http://data.collectienederland.nl/resource/document/rijksakademie/6007B","Geer Steyn","Geer Steyn","https://data.rkd.nl/artists/75229"
"http://data.collectienederland.nl/resource/document/rijksakademie/6007C","Geer Steyn","Geer Steyn","https://data.rkd.nl/artists/75229"
"http://data.collectienederland.nl/resource/document/rijksakademie/6682","Willem Thijs","Willem Thijs","https://data.rkd.nl/artists/77095"
"http://data.collectienederland.nl/resource/document/rijksakademie/6683","Willem Thijs","Willem Thijs","https://data.rkd.nl/artists/77095"
"http://data.collectienederland.nl/resource/document/rijksakademie/9380","A. Lüske","A. Lüske",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9381","A. Lüske","A. Lüske",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9104","G. Grevers","G. Grevers",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9106","G. Grevers","G. Grevers",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9114","Aart Glansdorp","Aart Glansdorp","https://data.rkd.nl/artists/32054"
"http://data.collectienederland.nl/resource/document/rijksakademie/9115","Aart Glansdorp","Aart Glansdorp","https://data.rkd.nl/artists/32054"
"http://data.collectienederland.nl/resource/document/rijksakademie/9170","Waalko J. Dingemans","Waalko J. Dingemans",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9171","Waalko J. Dingemans","Waalko J. Dingemans",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9263","Willem Valk","Willem Valk","https://data.rkd.nl/artists/79063"
"http://data.collectienederland.nl/resource/document/rijksakademie/9463","Frederik A. van Oostveen","Frederik A. van Oostveen",""
"http://data.collectienederland.nl/resource/document/rijksakademie/9618","Willem Smit","Willem Smit","https://data.rkd.nl/artists/73352"
"http://data.collectienederland.nl/resource/document/rijksakademie/9619","Willem Smit","Willem Smit","https://data.rkd.nl/artists/73352"
"http://data.collectienederland.nl/resource/document/rijksakademie/S006","Arie Schippers","Arie Schippers","https://data.rkd.nl/artists/70569"
"http://data.collectienederland.nl/resource/document/rijksakademie/S015","Marijke de Vries","Marijke de Vries","https://data.rkd.nl/artists/82135"
"http://data.collectienederland.nl/resource/document/rijksakademie/S059","Herbert Fiedler","Herbert Fiedler","https://data.rkd.nl/artists/27915"
"http://data.collectienederland.nl/resource/document/rijksakademie/S064","Leo Gestel","Leo Gestel","https://data.rkd.nl/artists/31221"
"http://data.collectienederland.nl/resource/document/rijksakademie/S078","R. Kruzdlo","R. Kruzdlo",""
