"File","rdf:RDF - edm:ProvidedCHO - rdf:about","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","dc:type_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - edmfp:technique - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource"
"Item_34264648.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02509","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen chemisette of dameshemd. Kort model met een voor- en achternaad. Borduurwerk met grote bloemenranken. in de bloemkelken pointe tiré van verschillende patronen. De halsopening is gegarneerd met een strook kloskant. De chemisette sluit met twee banden en twee lusjes.","ZOV-02509","nl","Chemisette of dameshemd","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02509","localID/europeana-fashion/ZOV-02509","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02509.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02509.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264648.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10079","","","http://vocab.getty.edu/aat/300231565","textiel","","","handnaaiwerk","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264648.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handnaaiwerk","","","","","","","","","","","","","","","","","","","",""
"Item_34264649.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02564","","http://vocab.getty.edu/aat/300238962","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen batiste doopjurk. Witte batist met verticale strepen van fils-tires-werk. Wit borduursel van dit materiaal. Model: kort lijfje, lange rok, van voren gespleten. Rijgband in de taille, split vn achteren. Lange mouwen. Versiering: langs de hals en mouwen kraagje en manchtjes van dezelfde stof, dito stroken op voor- en rugpand doorlopend over de schouder. Gerend naar de taille. Borduursel lans randen rok, taille, kraagje, manchetjes, strook en op voorpand. Op de rok een doorlopend rankmotief en gestrooide blaadjes, verder zigzag randen waarin bladmotief, op het lijfje dito motieven in blokpatroon.","ZOV-02564","nl","Katoenen batiste doopjurk","IMAGE","nl","1800/1824","localID/europeana-fashion/Aggregation_ZOV-02564","localID/europeana-fashion/ZOV-02564","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02564.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02564.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264649.xml","","","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264650.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02579","","","","","satijn","http://thesaurus.europeanafashion.eu/thesaurus/10381","","satijn","","nl","nl","Witte satijnen babyjasje gevoerd met flanel en katoen. Aan de achterkant is het jasje open en wordt gesloten met tien bandjes. Het jasje is uit één lap gemaakt (geen zijnaden), de ingezette mouwtjes zijn in vorm geknipt en hebben wel een zijnaad. Een ronde hals en middenvoor aan de onderkant loopt het jasje wat rond. De voeringstof is tegen de zijde ingeslagen en vastgenaaid – met uitzondering van de hals, die met een bandje van dezelfde satijnen stof is afgezet. Versiering: Zaans stikwerk over het gehele jasje. Het symmetrische bloemranken patroon is op maat gemaakt voor dit jasje. De ondergrond is onbewerkt gelaten.","ZOV-02579","nl","Satijnen babyjasje met Zaans stikwerk","IMAGE","nl","1750/1799","localID/europeana-fashion/Aggregation_ZOV-02579","localID/europeana-fashion/ZOV-02579","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02579.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02579.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264650.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","","satijn","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264651.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02580","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wijde ronde hals, sluiting mid.voor d.m.v. 3 groene linten. Patroon: Rode bloemen, groene ranken op lichte ondergrond. Mouwen versierd met 3 groene ruches.","ZOV-02580","nl","Babyjak","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-02580","localID/europeana-fashion/ZOV-02580","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02580.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02580.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264651.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10987","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264652.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02582","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen jak voor een baby. Witte sits met een blauw gestrooid bloempatroon, de voering is van wit linnen. Gemaakt uit één stuk, met van voren een puntvormig opstiksel. V-hals met een split met vier groene knopen en knoopsgaten, met groene bies. Rond geknipte mouwen met een omslag, met groen afgebiesd en versierd met groene trensjes. Sluiting midden achter met groen en wit band met haakjes aan lijfje vastgezet. Een paar mitaines of polsmoffen, puntig model met een aangezet duimpje, groen gebiesd.","ZOV-02582","nl","Katoenen jak voor een baby en een paar polsmoffen","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-02582","localID/europeana-fashion/ZOV-02582","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02582.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02582.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264652.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264653.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02583","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Blauw/roze changeantzijde jak voor een baby, met wit linnen voering. Gemaakt uit één stuk, van voren en achteren in een punt uitlopend, met puntvormige opstiksels. Recht geknipte mouwen met aangezet elleboogstukje, afgebiesd met roze lint. Vierkante halsopening. Sluiting midden achter met roze banden met een ingeweven bloem.","ZOV-02583","nl","Blauw/roze changeantzijde jak voor een baby","IMAGE","nl","1800/1825","localID/europeana-fashion/Aggregation_ZOV-02583","localID/europeana-fashion/ZOV-02583","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02583.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02583.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264653.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264654.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02584","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Lichtblauwe moiré-zijden jak voor een baby met een voering van witte katoen. Versierd met roze linten. Lijfje uit één stuk, loopt midden voor en -achter uit in een kleinen punt. Rechtgeknipte mouwen in een punt model, afgewerkt met een strook. V-hals uitlopend in knopen en knoopsgaten middenvoor. Sluiting middenachter met zes zijden linten.","ZOV-02584","nl","Lichtblauwe zijden jak voor een baby","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02584","localID/europeana-fashion/ZOV-02584","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02584.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02584.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264654.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264655.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02585","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van linnen damast. De witte damast heeft een patroon van bloemen en een bloemkorf. De voering is van witte katoen. Versierd met roze soutache langs de hals, mouwen en op de voorkant in een dubbele zigzag. Gemaakt uit één stuk, voor en achter uitlopend in een punt. Een rijgsluiting middenvoor met roze nestelgaatjes en veter. Sluiting middenachter met acht roze linten, vastgezet aan het lijfje met haken en een trensje. Recht geknipte mouwen met en strook lang de manchet.","ZOV-02585","nl","Jak voor een baby van linnen damast","IMAGE","nl","1800/1850","localID/europeana-fashion/Aggregation_ZOV-02585","localID/europeana-fashion/ZOV-02585","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02585.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02585.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264655.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264656.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02586","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van wit katoen, bedrukt met een bloempatroon en stippen in rood en paars. Versierd met boordsel in rood lint. Uit één stuk gemaakt, voor en achter enigszins uitlopend in een punt. V-hals met split met vier knoopsgaten en stoffen knoopjes. Lange, rondgeknipte mouwen met brede omslag. Sluiting middenachter met  acht rode lintjes.","ZOV-02586","nl","Jak voor een baby van wit en rood katoen","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02586","localID/europeana-fashion/ZOV-02586","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02586.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02586.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264656.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264657.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02588","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Zijden damasten, geel lijfje met recht uitgesneden wijde hals, elleboog-lange mouwen en rijgsluiting achter. Geel zijden voering, met ingeweven bloemranken. Mouwtjes afgezet met geel kloskant","ZOV-02588","nl","Baby lijfje of borstrok","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-02588","localID/europeana-fashion/ZOV-02588","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02588.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02588.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264657.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10079","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264658.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02589","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak van roze damastzijde met een groot bloempatroon voor een baby. De voering is van roze linnen. Het lijfje bestaat uit een voorpand en twee smalle rugpanden. De mouwen hebben een aangeknipt elleboogstukje, afgezet met een roze koordje. Recht uitgesneden hals, afgezet met roze band. Rijgsluiting achter, ook afgezet met roze band.","ZOV-02589","nl","Jak van roze damastzijde voor een baby","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02589","localID/europeana-fashion/ZOV-02589","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02589.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02589.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264658.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264659.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02591","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van gestreepte zijde, wit, lichtgroen en paars. De voering is gemaakt van wit linnen. Uit één stuk gemaakt, van onderen recht, rechte halsopening. De mouwen zijn recht geknipt met een schuin lopende onderrand. Sluiting middenachter met nestelgaatjes en groene, zijden veter, groen omboord en langs hals en sluiting groen kloskoordje.","ZOV-02591","nl","Jak voor een baby van gestreepte zijde","IMAGE","nl","1800/1825","localID/europeana-fashion/Aggregation_ZOV-02591","localID/europeana-fashion/ZOV-02591","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02591.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02591.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264659.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264660.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02592","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak van een baby van wit linnen damast met bloempatroon. Linnendamasten meisjesjak met een voering van witte katoen. Gemaakt uit twee stukken, het lijfje loopt voor en achter uit in een punt, aan de voorzijde dichtgeregen met een roze band. Ovale halslijn. Halflange mouwen met een 'varkensoor' en kloskanten engageantes. Sluiting midden achter met zes wit/rode strikbandjes die met haakje en nestel aan lijfje zitten. Langs hals en middenvoor is ter versiering een roze band opgenaaid.","ZOV-02592","nl","Jak van een baby van wit linnen damast","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-02592","localID/europeana-fashion/ZOV-02592","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02592.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02592.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264660.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264661.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02593","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van roze ripszijde. Meisjesjak van ripszijde met een linnen voering. Het lijfje is gemaakt uit één stuk, met alleen schoudernaden. Een recht uitgesneden halsopening en een achtersluiting met wit zijden linten. De halflange mouwen hebben een aangezet kransje of elleboogstukje, versierd met wit band. Langs de mouwranden, over het voorpand in twee banen en langs de hals versierd met lichtblauw band.","ZOV-02593","nl","Jak voor een baby van roze ripszijde","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-02593","localID/europeana-fashion/ZOV-02593","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02593.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02593.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264661.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264662.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02594","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Moirézijden jak voor een baby. Jongensjak van moirézijde en linnen voering en belegstukken van roze zijde. Het jak bestaat uit drie stukken, het voorpand is in een punt geknipt. De V-hals heeft een split, gegarneerd met drie rode knopen en knoopsgaten. Rond geknipte mouwen, sluitend met drie rode knopen en knoopsgaten. Sluiting aan de achterzijde met zes roze linten.","ZOV-02594","nl","Moirézijden jak voor een baby","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02594","localID/europeana-fashion/ZOV-02594","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02594.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02594.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264662.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264663.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02595","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Lichtblauw zijden jakvoor een baby. Jak van zijde, met een wit linnen voering. Uit één stuk, middenvoor en middenachter lopen uit in een punt. V-hals met een split. Rondgeknipte mouwen mouw met split en een aangezette manchet. Sluiting middenachter met zes roze lintjes.","ZOV-02595","nl","Lichtblauw zijden jakvoor een baby","IMAGE","nl","1800","localID/europeana-fashion/Aggregation_ZOV-02595","localID/europeana-fashion/ZOV-02595","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02595.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02595.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264663.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264664.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02596","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van witte sits met een rankpatroon in rood, lila, lichtblauw en lichtgeel, gevoerd met wit linnen. Gemaakt uit één stuk, van voren en achteren uitlopend in een punt. Korte mouwen met een aangezet elleboogstuk. Sluiting middenachter met acht wit en rode linten die met haakjes aan trensjes op het jak zijn bevestigd.","ZOV-02596","nl","Jak voor een baby van witte sits met een rankpatroon","IMAGE","nl","1800/1825","localID/europeana-fashion/Aggregation_ZOV-02596","localID/europeana-fashion/ZOV-02596","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02596.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02596.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264664.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264665.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02597","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van lichtgrijze katoen met een zwart en wit patroon in een gespikkeld blokpatroon. Sitsen meisjesjak met een voering van wit katoen. Gemaakt uit één stuk, van voren en achteren uitlopend in één punt en een ronde halsopening. Halflange rondgeknipte mouwen met split en gefronst randje opgenaaid. Opgenaaid zwart/wit koordband langs de hals en middenvoor in drie lussen. Sluiting middenachter van tien zwart/wit linten, bevestigd met haakjes aan het lijfje.","ZOV-02597","nl","Jak voor een baby van lichtgrijze katoen met een zwart en wit patroon","IMAGE","nl","1700/1824","localID/europeana-fashion/Aggregation_ZOV-02597","localID/europeana-fashion/ZOV-02597","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02597.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02597.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264665.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264666.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02599","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van rode sits met rankpatronen, in blauw, rood, lila, geel en wit. Voering van ecru linnen. Recht en lang model, gemaakt uit één stuk, met aan één kant smalle aangezette reep. Ronde halsopening. Korte, recht geknipte mouwen met een aangezette rand. Langs hals en middenvoor groen koordband. Sluiting met tien linnen strikbandjes achter.","ZOV-02599","nl","Jak voor een baby van rode sits met rankpatronen","IMAGE","nl","1700/1824","localID/europeana-fashion/Aggregation_ZOV-02599","localID/europeana-fashion/ZOV-02599","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02599.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02599.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264666.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264667.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02600","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van lichtblauwe zijde met een voering van witte linnen. Recht jak met lange, rechtgeknipte mouwen, een ovale halsopening versierd met roze linten in punten genaaid. Langs mouw roze lint, met strikje. Sluiting middenachter met zes roze linten.","ZOV-02600","nl","Jak voor een baby van lichtblauwe zijde","IMAGE","nl","1800/1824","localID/europeana-fashion/Aggregation_ZOV-02600","localID/europeana-fashion/ZOV-02600","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02600.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02600.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264667.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264668.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02601","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van witte damastzijde met een rankpatroon. De voering is gemaakt van witte flanel. Het voor- en achterpand enigszins uitlopend in punt. De ovale halsopening is versierd met cremekleurig lint. Rechtgeknipte, wijde mouwen met omslag. Witte zijden linten en striksluiting achter.","ZOV-02601","nl","Jak voor een baby van witte damastzijde","IMAGE","nl","1700/1899","localID/europeana-fashion/Aggregation_ZOV-02601","localID/europeana-fashion/ZOV-02601","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02601.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02601.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264668.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
