"File","rdf:RDF - edm:ProvidedCHO - rdf:about","dc:type_literal","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - dcterms:provenance","rdf:RDF - edm:ProvidedCHO - dc:date","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:isPartOf","rdf:RDF - edm:ProvidedCHO - mrel:spn - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about"
"22-11-18_13:54:06/Item_34560007.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","vilt","","","","","","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","sjaal","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","kraag (kleding)","http://thesaurus.europeanafashion.eu/thesaurus/10058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560007.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560008.xml","https://modemuze.nl/localID/europeana-fashion/BK0557","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","polyester","","","","","gehaakt","1999","1998","nl","Leest, Felieke van der","Leest, Felieke van der","nl","Met zilverdraad gehaakt schaapje met 2 rode oortjes aan lange schakelketting. Elke schakel meet ca. 1 cm (diameter). Het lijfje is enigzins wollig gehaakt. ","BK0557","nl","'Schaapje met de Rode Oortjes'","IMAGE","nl","1998","","","","","Body Jewels","","localID/europeana-fashion/Aggregation_BK0557","localID/europeana-fashion/BK0557","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0557","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0557.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0557.jpg"
"22-11-18_13:54:06/Item_34560008.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","polyamide","","","http://thesaurus.europeanafashion.eu/thesaurus/10939","","gehaakt","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560008.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","viscose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560008.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","polyester","http://thesaurus.europeanafashion.eu/thesaurus/10485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560008.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","polyamide","http://thesaurus.europeanafashion.eu/thesaurus/10678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560008.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","viscose","http://thesaurus.europeanafashion.eu/thesaurus/10484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560009.xml","https://modemuze.nl/localID/europeana-fashion/BK0564","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","leer","","","","","","1999","1999","nl","Kersten, Elly","Kersten, Elly","nl","Rode lederen tas met interieur van borg en fluweel. Vanuit één zijkant gezien een S-vormige tas. A-symmetrisch met gebogen ritssluiting (2 stuks naar elkaar toe) en fijn rond hengsel (60 cm hoog). De binnenzijde is gevoerd met wit synthetisch fluweel en heeft op de bodem 2 rode cirkels met langharing bont en lederen rand. Ook langs de ritssluiting een lederen bies waaruit langharig bont naar beneden steekt, verder glad oppervlak. ","BK0564","nl","Zonder titel - handtas","IMAGE","nl","1999","","","","","","","localID/europeana-fashion/Aggregation_BK0564","localID/europeana-fashion/BK0564","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0564","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","",""
"22-11-18_13:54:06/Item_34560009.xml","","tas","http://thesaurus.europeanafashion.eu/thesaurus/10134","borgstof","","","","","","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560009.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","fluweel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560009.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10134","leer","http://thesaurus.europeanafashion.eu/thesaurus/10504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560009.xml","","","","borgstof","http://thesaurus.europeanafashion.eu/thesaurus/10754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560009.xml","","","","fluweel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560010.xml","https://modemuze.nl/localID/europeana-fashion/BK0565","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","leer","","","","","","1999","1999","nl","Kersten, Elly","Kersten, Elly","nl","Zwarte lederen tas met interieur van geplooide changeant stof. Van zwart glad kader is een kegel (conische vorm) met 4 naden (naar buiten) gestikt. Daarboven een rond genaaide ritssluiting die op 5 cm na, in 2 delen opengeritst kan worden. Aan de rits hangt 2x een 7 cm lang leertje met 'n chinese knoop.
Dun rond hengsel aan punt boven en punt onder. De lila voering aan de binnenzijde is (en in een spiraal) gedrapeerd (met een opening (diamater) van 5 cm) en heeft onder in de punt een sierknoop met lila steen. Ook de dop is zo gevoerd en heeft een zwart lederen kegeltje met 2 naar buiten gestikte naden in de punt. ","BK0565","nl","Zonder titel - handtas","IMAGE","nl","1999","","","","","","","localID/europeana-fashion/Aggregation_BK0565","localID/europeana-fashion/BK0565","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0565","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","",""
"22-11-18_13:54:06/Item_34560010.xml","","tas","http://thesaurus.europeanafashion.eu/thesaurus/10134","changeantzijde","","","","","","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560010.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","leer","http://thesaurus.europeanafashion.eu/thesaurus/10504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560010.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10134","changeantzijde","http://thesaurus.europeanafashion.eu/thesaurus/10352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560011.xml","https://modemuze.nl/localID/europeana-fashion/BK0568","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","paardenhaar","","","","","","1999","1999","nl","Konter, Bart","Konter, Bart","nl","Dikke korte paardestaart (bundel paardehaar) in koker (leer bekleed met roze zijdelint) waaraan 6 lange linten (roze zijde) zijn bevestigd. Deze kunnen om het lange hoofd gestrikt worden. ","BK0568","nl","'Motivo / Jij beweegt als ik beweeg'","IMAGE","nl","1999","","","","","","","localID/europeana-fashion/Aggregation_BK0568","localID/europeana-fashion/BK0568","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0568","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0568.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0568.jpg"
"22-11-18_13:54:06/Item_34560011.xml","","hoed","http://thesaurus.europeanafashion.eu/thesaurus/10200","leer","","","","","","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560011.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","zijde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560011.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10200","paardenhaar","http://thesaurus.europeanafashion.eu/thesaurus/10533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560011.xml","","","","leer","http://thesaurus.europeanafashion.eu/thesaurus/10504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560011.xml","","","","zijde","http://thesaurus.europeanafashion.eu/thesaurus/10352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","https://modemuze.nl/localID/europeana-fashion/BK0622","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","papier","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053073","geknipt","2000","2000","nl","Hoof, Ad van","Hoof, Ad van","nl","Ontwerp voor kraag in wit papier, bestaande uit 2 lagen van gekrulde bladvormen die elkaar gedeeltelijk overlappend, door een strook (opstaand) aan elkaar verbonden. De kraag ligt op een kartonnen plaat met verhoogde cirkel in het midden. In de hoeken een inkeping, die het touwtje op z'n plaats houdt (welke de kraag weer vasthoudt). R.o. gesigneerd en gedateerd. Kraag zie BK0585. ","BK0622","nl","Ontwerp voor kraag","IMAGE","nl","2000","","","","","","","localID/europeana-fashion/Aggregation_BK0622","localID/europeana-fashion/BK0622","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0622","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0622.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0622.jpg"
"22-11-18_13:54:06/Item_34560012.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","karton","","","","","geplakt","opdracht","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","papier","http://thesaurus.europeanafashion.eu/thesaurus/10574","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053073","geknipt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","voorstudie","http://thesaurus.europeanafashion.eu/thesaurus/10301","karton","http://thesaurus.europeanafashion.eu/thesaurus/10572","","","","geplakt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560012.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","https://modemuze.nl/localID/europeana-fashion/BK0585","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","ivoor","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053073","geknipt","2000","2000","nl","Hoof, Ad van","Hoof, Ad van","nl","Halssieraad bestaande uit losse bladervormen, die dubbelgeklapt om de hals vallen. De bladervormen bestaan uit 1 laag katoen en 1 laag zijde op elkaar geplakt. Met fijn (hand)knipwerk is er een gaatjes en bladerpatroon in geknipt. Onderzijde: goudkleurig en koper, bovenzijde: blauw/groen/geel. Kan met beide zijden naar boven geëxposeerd worden. Met een knoopje wordt de kraag/het sieraad aan de achterzijde vastgeknoopt. Gesigneerd 'Ad van Hoof'. ","BK0585","nl","'Zonder titel'","IMAGE","nl","2000","","","","","","","localID/europeana-fashion/Aggregation_BK0585","localID/europeana-fashion/BK0585","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0585","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0585-01.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0585-01.jpg"
"22-11-18_13:54:06/Item_34560013.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","acrylverf","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300015058","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","opdracht","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","zijde","","","","","geborduurd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053073","geknipt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","ivoor","http://thesaurus.europeanafashion.eu/thesaurus/10591","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053343","beschilderd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","acrylverf","http://thesaurus.europeanafashion.eu/thesaurus/10602","","http://thesaurus.europeanafashion.eu/thesaurus/10428","","geborduurd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","","","zijde","http://thesaurus.europeanafashion.eu/thesaurus/10352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560013.xml","","","","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560014.xml","https://modemuze.nl/localID/europeana-fashion/BK0587","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","","","","","gebreid","2000","1985","nl","Ley, Marijke de","Ley, Marijke de","nl","Gebreid halsobject, bestaande uit cirkels in grijs en zwart, die aan vier 'kanten' tot een knoop zijn verknoopt.
Voor Marijke de Ley zijn lijnen om het lichaam een fascinerend gegeven. Zo komt zij bij de cirkel, een doorlopende lijn en één van de meest  eenvoudige vormen om tot versiering te komen. Door op een rondbreimachine te werken, vloeien vorm en techniek op een vanzelfsprekende wijze samen.
Er opent zich een reeks van mogelijkheden: twee of meer cirkels kunnen met elkaar worden verknoopt of vervlochten of om elkaar worden gedraaid, waarbij het lichaam de vorm bepaalt.  

 ","BK0587","nl","Halssieraad 'Vierknoop' (uit 'Cirkelproject')","IMAGE","nl","1985","","","","","Body Jewels","","localID/europeana-fashion/Aggregation_BK0587","localID/europeana-fashion/BK0587","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0587","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0587.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0587.jpg"
"22-11-18_13:54:06/Item_34560014.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10389","","gebreid","aankoop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560014.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560014.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560014.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560014.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560015.xml","https://modemuze.nl/localID/europeana-fashion/BK0588","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","","","","","gebreid","2001","1985","nl","Ley, Marijke de","Ley, Marijke de","nl","Gebreid halsobject in 2 kleuren: krijtjesrood en zwart. Bestaat uit een aantal gebreide cirkels (4 in elke kleur) die bij de hals losvallen en op de schouder verweven zijn tot bolstaande 'schouderstukken'.
Voor Marijke de Ley zijn lijnen om het lichaam een fascinerend gegeven. Zo komt zij bij de cirkel, een doorlopende lijn en één van de meest  eenvoudige vormen om tot versiering te komen. Door op een rondbreimachine te werken, vloeien vorm en techniek op een vanzelfsprekende wijze samen.
Er opent zich een reeks van mogelijkheden: twee of meer cirkels kunnen met elkaar worden verknoopt of vervlochten of om elkaar worden gedraaid, waarbij het lichaam de vorm bepaalt.  

 ","BK0588","nl","Halssieraad 'Schouderstuk' (uit: Cirkelproject)","IMAGE","nl","1985","","","","","Body Jewels","","localID/europeana-fashion/Aggregation_BK0588","localID/europeana-fashion/BK0588","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0588","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0588.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0588.jpg"
"22-11-18_13:54:06/Item_34560015.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10389","","gebreid","opdracht","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560015.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560015.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560015.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560015.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560016.xml","https://modemuze.nl/localID/europeana-fashion/BK0610","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","zilver","","","","","gebreid","2000","2000 - 2001","nl","Kruytzer, Marly","Kruytzer, Marly","nl","Twee in elkaar geschoven zilveren 'tubes'. De buitenste tube heeft regelmatige gaten. ","BK0610","nl","Halssieraad 'Zonder titel' (uit serie: 'Water')","IMAGE","nl","2000","nl","ontwerper","nl","","Made in Tilburg. design - kunst: productie Textielmuseum","","localID/europeana-fashion/Aggregation_BK0610","localID/europeana-fashion/BK0610","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0610","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0610.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0610.jpg"
"22-11-18_13:54:06/Item_34560016.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","glas","","","http://thesaurus.europeanafashion.eu/thesaurus/10389","","gebreid","opdracht","","nl","Textielmuseum, Nederlands","Textielmuseum, Nederlands","","","","","","","","","nl","uitvoerder","nl","Tilburg","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560016.xml","","halssieraad","http://thesaurus.europeanafashion.eu/thesaurus/10162","zilver","http://thesaurus.europeanafashion.eu/thesaurus/10547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560016.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","glas","http://thesaurus.europeanafashion.eu/thesaurus/10557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560016.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560016.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560017.xml","https://modemuze.nl/localID/europeana-fashion/BK0611","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","zilver","","","","","gebreid","2000","2000 - 2001","nl","Kruytzer, Marly","Kruytzer, Marly","nl","Zilveren armsieraad, bestaande uit 3 bolle segmenten, onderling verbonden. Aan het zilverbreisel zijn her en der parels bevestigd.Onderzijde (polszijde) voorzien van zilveren meesterteken ","BK0611","nl","Armsieraad 'Zonder titel' (uit serie: 'Water')","IMAGE","nl","2000","nl","ontwerper","nl","","Made in Tilburg. design - kunst: productie Textielmuseum","","localID/europeana-fashion/Aggregation_BK0611","localID/europeana-fashion/BK0611","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_BK0611","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0611.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/BK0611.jpg"
"22-11-18_13:54:06/Item_34560017.xml","","sieraad","http://thesaurus.europeanafashion.eu/thesaurus/10152","zoetwaterparel","","","http://thesaurus.europeanafashion.eu/thesaurus/10389","","gebreid","opdracht","","nl","Textielmuseum, Nederlands","Textielmuseum, Nederlands","","","","","","","","","nl","opdrachtgever","nl","Tilburg","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560017.xml","","armband","http://thesaurus.europeanafashion.eu/thesaurus/10164","zilver","http://thesaurus.europeanafashion.eu/thesaurus/10547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560017.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","zoetwaterparel","http://thesaurus.europeanafashion.eu/thesaurus/10595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560017.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560017.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
